,id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minDHW,minTHW,minTTC,min_xVelocity,max_xVelocity,mean_xVelocity,min_yVelocity,max_yVelocity,mean_yVelocity,min_xAcceleration,max_xAcceleration,mean_xAcceleration,min_yAcceleration,max_yAcceleration,mean_yAcceleration,min_frontSightDistance,max_frontSightDistance,min_backSightDistance,max_backSightDistance,min_precedingXVelocity,max_precedingXVelocity,mean_laneId,numLaneChanges
1314,1315,4.55,1.82,15000,15275,276,1,2,407.14,115.4,3.03,47.28,34.61,39.71,37.04,-0.13,0.02,-0.01,0.3,0.62,0.46,-0.06,0.01,-0.01,-1.52,404.29,7.05,413.13,0.0,35.57,7.0,0
1315,1316,4.65,2.17,15006,15337,332,1,1,409.01,23.71,0.77,27.9,-31.59,-29.84,-30.9,-0.08,0.18,0.02,-0.24,0.45,0.07,-0.1,0.06,-0.02,-1.06,406.8,4.5,412.68,-33.66,0.0,4.0,0
1316,1317,5.66,2.22,15037,15371,335,1,1,409.86,27.56,0.87,10.39,-33.94,-29.55,-30.69,-0.12,0.15,0.03,-0.12,0.9,0.33,-0.11,0.07,0.0,-2.68,406.3,5.0,414.3,-31.59,0.0,4.0,0
1317,1318,4.85,1.92,15057,15350,294,1,2,407.8,75.44,2.26,-1.0,33.23,36.98,34.84,-0.11,0.17,0.02,-0.32,0.8,0.31,-0.07,0.09,0.01,-1.77,404.85,6.38,413.39,0.0,39.71,7.0,0
1318,1319,4.65,1.92,15087,15377,291,1,2,408.84,36.02,0.97,41.2,33.8,37.67,35.26,-0.04,0.08,0.02,0.04,0.65,0.33,-0.06,0.05,0.0,-1.31,406.36,4.98,412.93,0.0,36.98,7.0,0
1319,1320,4.55,1.92,15087,15464,378,1,1,410.42,31.42,1.16,52.1,-29.79,-26.34,-27.23,-0.82,-0.02,-0.27,-0.54,0.7,0.2,-0.23,0.24,0.0,-1.72,407.93,3.54,413.34,-31.76,0.0,2.51,1
1320,1321,3.94,1.72,15096,15412,317,1,1,409.37,110.7,3.57,12.48,-36.2,-29.8,-32.39,-0.71,0.13,-0.04,0.21,0.95,0.51,-0.13,0.28,0.05,-1.06,407.49,4.04,412.68,-23.71,0.0,2.0,0
1321,1322,4.35,1.82,15104,15423,320,1,1,409.34,9.29,0.31,6.04,-37.65,-28.68,-32.09,-0.14,0.17,-0.0,0.0,1.44,0.7,-0.07,0.11,-0.0,-1.77,406.5,5.0,413.39,-36.39,0.0,4.0,0
1322,1323,4.14,1.82,15118,15425,308,1,2,410.71,39.49,1.26,-1.0,31.19,36.11,33.47,-0.1,0.25,0.04,0.25,0.48,0.4,-0.14,0.1,0.0,-1.06,408.48,2.85,412.68,0.0,37.67,7.0,0
1323,1324,5.05,2.02,15136,15410,275,1,1,334.11,37.94,1.23,8.26,-36.39,-28.82,-30.5,-0.16,0.25,0.06,0.08,2.42,0.69,-0.1,0.16,0.01,-1.72,330.91,80.6,413.34,-30.69,0.0,4.0,0
1324,1325,4.75,1.82,15137,15462,326,1,2,410.79,195.93,6.23,30.02,31.12,32.29,31.61,-0.09,0.06,-0.01,-0.2,0.04,-0.09,-0.03,0.04,0.0,-1.77,408.03,3.38,413.39,0.0,25.89,8.0,0
1325,1326,7.58,2.73,15152,15485,334,1,1,410.63,39.84,1.27,8.54,-32.75,-28.85,-30.84,-0.17,0.23,0.03,0.08,0.42,0.29,-0.05,0.12,0.03,-3.64,405.71,5.81,415.26,-28.1,0.0,3.0,0
1326,1327,5.05,2.02,15182,15512,331,1,1,408.85,31.26,0.92,13.3,-34.76,-27.19,-31.0,-0.71,0.05,-0.25,0.38,0.84,0.57,-0.07,0.18,0.05,-1.77,406.51,5.1,413.39,-32.82,0.0,2.11,1
1327,1328,8.39,2.5,15209,15607,399,0,1,407.37,26.82,1.03,-1.0,-27.19,-23.99,-25.6,-0.11,0.11,0.02,0.01,0.27,0.2,-0.05,0.07,0.01,-4.19,404.95,6.67,415.81,-33.78,0.0,2.0,0
1328,1329,5.56,2.02,15210,15544,335,1,1,410.47,29.27,0.98,37.92,-33.89,-27.49,-30.74,-0.91,0.08,-0.29,0.26,0.79,0.48,-0.21,0.36,0.01,-2.48,407.27,4.35,414.09,-33.96,0.0,2.47,1
1329,1330,4.14,1.82,15240,15556,317,1,1,410.3,35.71,1.08,19.57,-33.05,-31.3,-32.48,-0.1,0.12,0.0,-0.17,0.44,0.11,-0.02,0.06,0.02,-1.16,408.03,3.59,412.78,-33.56,0.0,3.0,0
1330,1331,6.57,2.5,15267,15562,296,0,1,406.96,178.09,5.2,28.62,-37.09,-32.03,-34.5,-0.06,0.18,0.02,0.17,0.57,0.43,-0.06,0.08,0.01,-3.08,405.15,6.47,414.7,-31.23,0.0,4.0,0
1331,1332,5.15,2.32,15267,15647,381,1,1,409.34,34.76,1.34,18.15,-28.2,-25.23,-26.94,-0.19,0.15,-0.07,-0.19,0.41,0.18,-0.15,0.11,-0.0,-2.02,406.61,5.0,413.64,-26.94,0.0,2.0,0
1332,1333,5.15,2.02,15276,15575,300,1,2,410.57,157.91,4.55,44.57,32.38,37.18,34.35,-0.12,0.9,0.21,0.15,0.63,0.4,-0.22,0.01,-0.08,-1.72,407.78,3.84,413.34,0.0,33.61,7.96,1
1333,1334,5.05,1.92,15280,15606,327,1,1,409.38,45.62,1.39,82.94,-33.08,-30.16,-31.41,-0.12,0.09,0.01,-0.04,0.39,0.22,-0.09,0.05,-0.0,-1.72,406.82,4.8,413.34,-33.05,0.0,3.0,0
1334,1335,4.65,2.02,15288,15625,338,1,1,410.65,6.65,0.21,-1.0,-31.61,-29.29,-30.48,-0.14,0.71,0.08,-0.27,0.45,0.11,-0.29,0.08,-0.03,-1.87,408.08,3.54,413.49,-33.06,0.0,3.0,0
1335,1336,4.35,1.82,15306,15607,302,1,1,410.04,52.78,1.51,134.59,-36.51,-32.24,-34.07,-0.11,0.09,0.0,0.07,0.55,0.35,-0.05,0.08,0.0,-1.87,407.22,4.4,413.49,-36.69,0.0,4.0,0
1336,1337,4.24,1.92,15310,15644,335,1,1,408.9,15.74,0.53,10.12,-33.05,-28.38,-30.62,-0.16,0.13,-0.01,-0.23,0.81,0.35,-0.07,0.08,-0.01,-1.52,406.51,5.1,413.13,-31.61,0.0,3.0,0
1337,1338,17.38,2.5,15322,15752,431,0,2,410.55,41.06,1.83,-1.0,22.42,25.82,23.88,-0.25,0.06,-0.04,0.07,0.3,0.2,-0.11,0.1,0.0,-10.06,401.16,10.46,421.67,0.0,37.18,8.0,0
1338,1339,4.65,2.02,15331,15689,359,1,1,411.05,40.4,1.48,19.57,-30.61,-26.99,-28.71,-0.26,0.13,-0.01,0.09,0.35,0.25,-0.1,0.14,0.01,-2.37,408.08,3.54,413.99,-28.06,0.0,2.0,0
1339,1340,4.65,1.92,15341,15647,307,1,2,404.36,287.6,9.46,-1.0,30.39,36.12,33.05,-0.35,1.17,0.29,0.22,0.6,0.47,-0.25,0.47,0.06,3.79,408.43,3.18,407.83,0.0,36.11,7.19,1
1340,1341,11.72,2.5,15356,15801,446,0,2,410.53,18.62,0.79,101.67,22.36,24.01,23.08,-0.18,0.08,-0.0,-0.35,0.29,0.09,-0.03,0.07,0.01,-6.92,403.94,7.68,418.54,0.0,25.82,8.0,0
1341,1342,4.9,2.02,15362,15660,299,1,2,412.0,-1.0,-1.0,-1.0,32.32,37.99,34.59,-0.12,0.26,-0.0,0.17,0.83,0.48,-0.16,0.07,-0.01,-2.63,408.33,3.28,414.24,0.0,0.0,6.0,0
1342,1343,4.75,2.02,15364,15671,308,1,1,410.57,77.61,2.26,147.34,-35.25,-31.82,-33.45,-0.19,0.15,0.02,0.14,0.34,0.28,-0.04,0.15,0.02,-1.97,407.93,3.69,413.59,-35.71,0.0,4.0,0
1343,1344,4.75,2.02,15371,15694,324,1,1,408.97,57.34,1.82,18.96,-33.66,-30.87,-31.67,-0.09,0.12,0.0,-0.25,0.58,0.18,-0.07,0.07,0.01,-2.12,405.76,5.86,413.74,-31.57,0.0,3.0,0
1344,1345,4.24,1.72,15379,15688,310,1,1,409.4,15.74,0.45,90.0,-35.01,-31.71,-33.13,-0.05,0.1,0.02,0.07,0.46,0.27,-0.06,0.05,0.0,-1.41,407.22,4.4,413.03,-35.11,0.0,4.0,0
1345,1346,4.45,1.92,15394,15725,332,1,2,409.74,58.87,2.02,-1.0,29.03,33.4,30.97,-0.11,0.16,0.01,0.18,0.51,0.33,-0.08,0.08,0.01,-1.67,406.97,4.65,413.28,0.0,34.87,7.0,0
1346,1347,4.75,1.92,15396,15705,310,1,1,410.61,15.56,0.45,10.99,-36.36,-31.72,-33.24,-0.24,0.21,-0.01,-0.43,1.1,0.24,-0.15,0.19,0.02,-1.97,407.52,4.09,413.59,-34.75,0.0,4.0,0
1347,1348,4.85,1.92,15401,15700,300,1,2,411.68,45.52,1.42,-1.0,32.09,37.01,34.45,-0.18,0.16,0.01,-0.03,0.58,0.41,-0.09,0.09,0.02,-2.12,408.13,3.49,413.74,0.0,37.99,6.0,0
1348,1349,11.42,2.32,15404,15766,363,1,2,411.63,8.67,0.32,7.76,26.24,31.4,28.44,-0.98,0.1,-0.29,0.16,0.52,0.36,-0.12,0.3,0.04,-5.31,404.9,6.72,416.92,0.0,33.4,7.17,1
1349,1350,4.45,1.92,15412,15730,319,1,1,409.38,39.06,1.25,18.26,-35.17,-30.59,-32.2,-0.11,0.08,-0.0,0.07,0.85,0.36,-0.05,0.05,0.01,-1.52,406.97,4.65,413.13,-32.95,0.0,3.0,0
1350,1351,4.95,1.82,15420,15718,299,1,2,410.92,18.91,0.6,36.43,31.2,37.16,34.49,-0.13,0.16,-0.01,0.15,0.75,0.5,-0.09,0.12,0.01,-1.92,407.98,3.64,413.54,0.0,37.01,6.0,0
1351,1352,5.56,2.12,15441,15741,301,1,2,401.33,22.23,0.73,8.25,29.65,38.41,33.47,-1.03,0.44,-0.3,0.28,0.96,0.73,-0.07,0.3,0.11,4.75,406.36,5.26,406.87,0.0,37.16,6.13,1
1352,1353,5.26,2.02,15447,15760,314,1,1,411.21,56.27,1.73,24.25,-36.39,-30.66,-32.85,-0.09,0.07,0.0,-0.28,0.85,0.42,-0.04,0.06,0.0,-2.43,407.88,3.74,414.04,-35.08,0.0,4.0,0
1353,1354,7.58,2.5,15448,15773,326,0,1,408.1,41.15,1.25,56.98,-33.67,-29.11,-31.4,-0.35,0.22,0.02,0.07,0.46,0.35,-0.09,0.17,0.04,-3.74,405.86,5.76,415.36,-34.68,0.0,3.0,0
1354,1355,4.85,2.02,15467,15785,319,1,1,403.21,15.51,0.52,17.53,-35.46,-29.53,-31.71,-1.55,0.34,-0.32,-0.06,0.81,0.46,-0.49,0.66,0.08,3.89,407.47,4.14,407.73,-36.19,0.0,3.15,1
1355,1356,3.94,1.92,15480,15777,298,1,1,410.32,14.2,0.4,7.43,-35.63,-32.0,-34.56,-0.11,0.12,0.02,-0.07,0.71,0.31,-0.03,0.1,0.0,-0.96,408.48,3.13,412.58,-35.15,0.0,4.0,0
1356,1357,4.95,2.02,15485,15837,353,1,1,410.59,162.04,5.61,63.68,-31.67,-27.68,-29.17,-0.35,0.21,-0.06,0.11,0.51,0.28,-0.11,0.21,0.02,-1.97,407.83,3.79,413.59,-28.87,0.0,2.0,0
1357,1358,14.45,2.63,15496,15809,314,1,2,363.91,28.19,0.96,4.44,27.77,30.9,29.15,-0.73,0.16,-0.32,-0.09,0.92,0.25,-0.15,0.2,0.01,-7.23,355.18,56.44,418.84,0.0,31.4,7.58,1
1358,1359,4.55,1.92,15521,15800,280,1,2,410.01,80.89,2.08,34.28,33.73,40.34,36.77,-0.12,0.18,-0.03,0.23,0.71,0.59,-0.11,0.04,-0.02,-1.11,407.57,4.04,412.73,0.0,38.41,6.0,0
1359,1360,4.45,1.92,15540,15851,312,1,1,410.32,69.43,2.25,22.74,-37.35,-30.33,-32.99,-0.95,0.18,-0.16,0.11,1.02,0.56,-0.11,0.39,0.09,-1.47,408.03,3.59,413.08,-33.32,0.0,3.0,0
1360,1361,5.15,2.12,15546,15887,342,1,2,411.43,94.99,3.03,213.21,28.22,32.76,30.18,-0.09,0.07,-0.01,0.12,0.52,0.33,-0.05,0.07,0.0,-2.53,407.93,3.69,414.14,0.0,30.9,7.0,0
1361,1362,6.87,2.5,15565,15913,349,0,1,398.4,27.63,0.9,89.71,-30.66,-26.45,-28.62,-0.95,0.39,-0.26,0.07,0.38,0.3,-0.34,0.26,0.04,4.45,405.25,6.37,407.17,-36.72,0.0,2.25,1
1362,1363,5.15,1.92,15580,15871,292,1,1,409.93,121.74,3.53,49.77,-37.79,-33.37,-35.23,-0.17,0.21,-0.01,0.21,0.64,0.38,-0.06,0.09,0.01,-1.67,407.22,4.4,413.28,-35.32,0.0,4.0,0
1363,1364,17.38,2.5,15592,15979,388,0,1,386.86,24.46,0.93,-1.0,-26.57,-23.61,-25.0,-0.07,0.23,0.0,-0.2,0.28,0.18,-0.02,0.13,0.02,10.66,399.59,12.03,400.96,-29.74,0.0,2.0,0
1364,1365,4.14,1.82,15593,15895,303,1,1,408.05,14.06,0.39,5.37,-36.04,-31.36,-33.8,-1.09,0.83,-0.14,0.25,0.6,0.39,-0.53,0.39,-0.06,-1.16,405.86,5.76,412.78,-37.48,0.0,3.42,2
1365,1366,17.28,2.5,15611,16033,423,0,2,410.05,157.17,6.73,2128.26,22.92,26.3,24.32,-0.12,0.11,-0.01,-0.49,0.3,0.18,-0.1,0.07,0.0,-9.35,400.91,10.71,420.97,0.0,29.31,8.0,0
1366,1367,5.15,2.12,15615,15949,335,1,1,410.46,44.3,1.41,28.04,-31.77,-29.38,-30.73,-0.07,0.27,0.03,-0.02,0.26,0.18,-0.08,0.03,-0.01,-2.22,407.52,4.09,413.84,-34.38,0.0,3.0,0
1367,1368,4.85,1.92,15645,15968,324,1,1,409.75,17.91,0.6,12.54,-34.36,-29.29,-31.73,-0.11,0.17,0.01,0.23,0.49,0.39,-0.07,0.05,-0.01,-1.72,407.42,4.19,413.34,-31.76,0.0,3.0,0
1368,1369,5.15,2.02,15648,15931,284,1,1,408.3,64.27,1.74,19.42,-39.21,-34.72,-36.09,-0.16,0.04,-0.04,-0.06,0.89,0.39,-0.07,0.09,-0.0,-1.47,405.91,5.71,413.08,-35.42,0.0,4.0,0
1369,1370,4.55,2.02,15650,15969,320,1,2,410.4,107.16,3.22,108.64,30.32,34.52,32.18,-0.19,0.18,0.01,0.06,0.46,0.33,-0.09,0.09,0.01,-1.57,407.98,3.64,413.18,0.0,32.76,7.0,0
1370,1371,4.85,1.92,15667,15988,322,1,1,410.08,18.38,0.62,26.99,-34.48,-29.22,-31.95,-0.07,0.19,0.02,0.09,0.63,0.41,-0.05,0.12,0.02,-2.02,407.42,4.19,413.64,-34.09,0.0,3.0,0
1371,1372,4.14,1.82,15689,16015,327,1,1,410.14,26.15,0.77,30.72,-33.71,-30.08,-31.47,-0.06,0.15,0.02,-0.11,0.45,0.26,-0.08,0.06,0.0,-1.36,407.88,3.74,412.98,-34.36,0.0,3.0,0
1372,1373,5.1,2.12,15723,15987,265,1,1,410.58,76.92,2.06,19.58,-40.4,-36.81,-38.91,-0.08,0.13,0.01,0.03,0.79,0.34,-0.05,0.06,0.01,-1.77,407.47,4.14,413.39,-36.89,0.0,4.0,0
1373,1374,4.85,1.92,15779,16083,305,1,1,411.32,79.75,2.48,21.59,-37.58,-30.76,-33.84,-0.27,0.13,0.01,0.42,0.8,0.56,-0.05,0.17,0.02,-2.37,407.93,3.69,413.99,-32.29,0.0,3.0,0
1374,1375,5.15,2.02,15779,16088,310,1,2,411.02,154.31,4.77,-1.0,30.83,36.09,33.26,-0.15,0.43,0.1,0.28,0.6,0.43,-0.16,0.13,-0.01,-1.52,408.33,3.28,413.13,0.0,34.52,7.0,0
1375,1376,4.55,1.82,15785,16073,289,1,2,411.76,381.99,11.51,-1.0,33.18,38.83,35.76,-0.1,0.13,0.03,0.35,0.72,0.49,-0.07,0.07,0.0,-2.17,408.23,3.39,413.79,0.0,40.34,6.0,0
1376,1377,4.45,1.82,15799,16082,284,1,1,410.29,117.17,3.03,-1.0,-38.68,-33.82,-36.26,-0.12,0.24,0.04,0.13,0.79,0.43,-0.07,0.07,0.01,-1.97,407.22,4.4,413.59,-40.16,0.0,4.0,0
1377,1378,4.24,2.02,15802,16122,321,1,1,408.93,28.19,0.84,-1.0,-33.28,-29.92,-31.96,-0.18,0.17,-0.03,0.04,0.44,0.26,-0.1,0.13,0.0,-1.62,406.46,5.15,413.23,-36.98,0.0,3.0,0
1378,1379,6.27,2.73,15812,16236,425,1,2,413.21,183.65,8.08,-1.0,22.72,26.4,24.38,-0.2,0.08,-0.02,0.12,0.33,0.22,-0.1,0.05,-0.0,-4.45,407.42,4.19,416.06,0.0,26.3,8.0,0
1379,1380,6.16,2.5,15826,16101,276,0,1,398.96,29.14,0.81,27.02,-39.34,-33.26,-36.29,-0.34,0.72,0.07,0.45,0.64,0.55,-0.21,0.05,-0.09,4.65,405.91,5.71,406.97,-38.16,0.0,4.0,0
1380,1381,5.26,2.12,15827,16110,284,1,2,409.45,48.9,1.37,-1.0,33.5,39.42,36.2,-0.1,0.05,-0.02,0.32,0.75,0.52,-0.05,0.06,-0.0,-2.17,405.81,5.81,413.79,0.0,38.83,6.0,0
1381,1382,4.24,1.82,15830,16179,350,1,2,411.14,59.27,2.24,-1.0,26.46,32.47,29.46,-0.27,0.11,-0.02,0.15,0.67,0.43,-0.08,0.12,0.0,-1.92,408.28,3.33,413.54,0.0,36.09,7.0,0
1382,1383,4.75,1.92,15847,16131,285,1,2,411.6,23.25,0.64,67.05,34.11,38.8,36.26,-0.36,0.14,0.02,0.07,0.86,0.41,-0.08,0.19,0.02,-1.57,408.64,2.98,413.18,0.0,39.42,6.0,0
1383,1384,4.04,1.72,15856,16210,355,1,2,410.33,22.23,0.85,212204.37,26.17,32.81,29.0,-0.18,0.1,-0.01,0.03,0.75,0.47,-0.09,0.11,0.01,-2.17,407.02,4.6,413.79,0.0,32.47,7.0,0
1384,1385,4.45,1.92,15872,16145,274,1,1,403.15,34.77,0.97,5.96,-39.52,-35.59,-36.93,-0.74,1.42,-0.08,-0.12,1.09,0.34,-0.12,0.54,0.18,3.44,406.97,4.65,408.18,-38.44,0.0,3.15,2
1385,1386,4.24,1.82,15875,16227,353,1,2,402.63,15.95,0.63,63.41,25.32,33.92,28.62,-0.17,0.1,-0.01,0.14,1.05,0.61,-0.09,0.09,-0.0,4.6,407.52,4.09,407.02,0.0,32.81,7.0,0
1386,1387,4.85,1.92,15893,16190,298,1,2,407.63,54.9,1.71,-1.0,32.06,37.75,34.34,-0.11,0.24,0.03,0.13,0.82,0.48,-0.13,0.09,-0.0,-1.36,405.15,6.47,412.98,0.0,38.8,6.0,0
1387,1388,4.45,1.82,15896,16255,360,1,2,402.02,15.72,0.61,97.24,25.64,32.17,28.01,-0.18,0.09,-0.02,-0.01,1.2,0.46,-0.09,0.09,-0.0,4.3,406.56,5.05,407.32,0.0,33.92,7.0,0
1388,1389,5.15,2.12,15910,16207,298,1,2,411.54,18.79,0.51,38.85,31.47,38.2,34.66,-0.17,0.11,-0.02,0.35,0.9,0.57,-0.1,0.11,0.01,-2.88,407.42,4.19,414.5,0.0,37.75,6.0,0
1389,1390,5.26,2.02,15925,16207,283,1,1,409.46,75.44,2.13,47.83,-37.23,-35.06,-36.32,-0.36,0.24,0.01,0.03,0.45,0.19,-0.04,0.19,0.05,-2.12,406.41,5.2,413.74,-37.13,0.0,4.0,0
1390,1391,5.05,1.92,15926,16250,325,1,2,407.62,12.08,0.39,6.08,26.9,36.22,31.51,-0.99,0.18,-0.32,-0.91,1.11,0.67,-0.37,0.25,0.0,-1.36,405.15,6.47,412.98,0.0,37.52,6.37,1
1391,1392,5.66,2.12,15929,16223,295,1,2,409.72,17.24,0.49,33.75,31.59,37.52,34.87,-0.21,0.2,-0.01,0.14,0.7,0.5,-0.11,0.13,0.02,-2.43,406.26,5.36,414.04,0.0,38.2,6.0,0
1392,1393,4.65,2.02,15936,16326,391,1,2,410.51,98.8,3.57,81.45,24.26,28.52,26.33,-0.24,0.17,-0.04,0.13,0.45,0.27,-0.09,0.16,-0.02,-1.57,407.88,3.74,413.18,0.0,26.4,8.0,0
1393,1394,4.55,2.02,15953,16244,292,1,1,409.54,36.43,0.99,1699.03,-36.66,-33.07,-35.2,-1.58,0.27,-0.31,0.1,0.49,0.31,-0.05,0.55,0.15,-2.32,406.21,5.41,413.94,-37.16,0.0,3.09,1
1394,1395,4.24,1.92,15976,16266,291,1,1,409.5,30.45,0.86,376.8,-35.5,-34.93,-35.32,-0.35,0.25,-0.01,-0.11,0.15,0.03,-0.1,0.13,0.04,-0.86,407.68,3.94,412.48,-37.08,0.0,4.0,0
1395,1396,17.38,2.5,15977,16406,430,0,1,406.77,368.14,14.6,262.12,-25.22,-22.13,-23.71,-0.1,0.15,0.02,-0.03,0.25,0.18,-0.07,0.08,0.0,-8.24,400.15,11.47,419.85,-23.82,0.0,2.0,0
1396,1397,19.71,2.5,15978,16385,408,0,1,408.44,16.34,0.61,-1.0,-26.72,-23.79,-25.1,-0.16,0.21,0.01,-0.03,0.27,0.18,-0.12,0.09,-0.0,-9.9,398.63,12.99,421.52,-36.78,0.0,3.0,0
1397,1398,4.35,1.82,15996,16319,324,1,2,410.2,72.94,2.28,27.31,29.79,35.12,31.76,-0.27,0.16,0.04,0.06,0.79,0.41,-0.2,0.06,-0.03,-1.26,407.88,3.74,412.88,0.0,32.17,7.0,0
1398,1399,4.55,2.02,15999,16289,291,1,1,409.24,25.73,0.72,34.06,-35.73,-34.77,-35.29,-1.03,0.09,-0.37,-0.11,0.3,0.05,-0.43,0.3,-0.0,-1.72,406.56,5.05,413.34,-35.5,0.0,3.68,1
1399,1400,4.14,1.92,15999,16404,406,1,1,410.39,13.3,0.54,16.66,-27.26,-23.42,-25.34,-0.44,0.38,0.02,0.04,0.51,0.24,-0.32,0.38,-0.01,-1.92,407.57,4.04,413.54,-26.67,0.0,3.0,0
1400,1401,4.14,1.82,16014,16303,290,1,2,410.96,75.77,2.02,30.09,33.14,39.03,35.58,-0.27,0.2,-0.03,0.09,0.79,0.51,-0.15,0.08,0.01,-1.97,407.63,3.99,413.59,0.0,36.22,6.0,0
1401,1402,4.45,1.92,16016,16390,375,1,1,410.94,5.83,0.21,1.96,-29.13,-26.46,-27.48,-0.07,1.32,0.32,-0.42,0.58,-0.08,-0.36,0.58,-0.01,-2.12,408.18,3.44,413.74,-34.47,0.0,3.35,1
1402,1403,4.65,1.92,16030,16329,300,1,1,403.57,40.7,1.19,-1.0,-34.07,-33.38,-33.76,-1.14,0.03,-0.14,-0.16,0.28,0.06,-0.43,0.04,-0.1,3.89,407.78,3.84,407.73,-35.73,0.0,4.0,0
1403,1404,4.95,2.02,16038,16393,356,1,2,410.81,75.17,2.54,35.04,28.06,30.17,28.94,-0.21,0.2,0.05,0.06,0.24,0.15,-0.16,0.1,-0.01,-1.72,408.18,3.44,413.34,0.0,28.52,8.0,0
1404,1405,4.75,2.02,16040,16428,389,1,1,409.67,19.67,0.73,10.59,-27.53,-24.52,-26.41,-0.06,0.17,0.04,-0.21,0.49,0.16,-0.05,0.09,0.0,-1.97,407.12,4.5,413.59,-27.94,0.0,3.0,0
1405,1406,5.15,2.02,16054,16357,304,1,1,410.37,26.03,0.76,38.66,-34.75,-33.26,-33.88,-0.03,0.26,0.07,-0.62,0.51,-0.03,-0.09,0.03,-0.02,-1.67,407.47,4.14,413.28,-34.05,0.0,4.0,0
1406,1407,4.5,2.02,16056,16346,291,1,2,410.45,51.09,1.55,-1.0,32.58,37.53,35.41,-0.21,0.01,-0.07,0.15,0.61,0.43,-0.09,0.08,-0.01,-1.92,407.37,4.24,413.54,0.0,39.03,6.0,0
1407,1408,5.05,2.02,16069,16393,325,1,2,410.08,81.16,2.78,-1.0,29.2,34.74,31.66,-0.08,0.06,-0.02,0.15,0.55,0.43,-0.05,0.05,-0.0,-2.63,406.46,5.15,414.24,0.0,35.12,7.0,0
1408,1409,17.28,2.5,16071,16476,406,0,1,387.3,64.98,2.84,74.32,-25.68,-22.44,-23.92,-0.18,0.26,0.0,0.12,0.29,0.2,-0.14,0.14,0.02,10.26,399.59,12.03,401.36,-24.68,0.0,2.0,0
1409,1410,4.95,1.82,16075,16366,292,1,2,411.03,19.99,0.62,45.88,32.11,38.57,35.33,-0.18,0.21,0.02,0.44,0.63,0.56,-0.13,0.09,0.01,-2.17,407.57,4.04,413.79,0.0,37.53,6.0,0
1410,1411,10.31,2.5,16094,16464,371,0,1,393.84,39.89,1.54,46.9,-28.35,-25.04,-26.62,-0.33,0.21,0.03,0.02,0.36,0.22,-0.31,0.1,-0.01,7.53,403.53,8.08,404.09,-27.53,0.0,3.0,0
1411,1412,4.55,2.02,16103,16418,316,1,1,409.95,30.22,0.95,9.09,-33.14,-31.18,-32.55,-0.09,0.07,-0.01,-0.07,0.56,0.16,-0.05,0.05,0.0,-2.17,406.67,4.95,413.79,-34.75,0.0,4.0,0
1412,1413,4.14,1.72,16106,16446,341,1,2,410.87,39.71,1.4,-1.0,28.22,32.63,30.23,-0.11,0.12,0.03,0.14,0.43,0.32,-0.04,0.1,0.01,-2.27,407.63,3.99,413.89,0.0,34.74,7.0,0
1413,1414,4.75,1.92,16117,16433,317,1,2,411.27,49.94,1.6,-1.0,31.14,34.71,32.55,-0.36,0.14,-0.06,0.06,0.49,0.28,-0.13,0.09,0.01,-2.53,407.83,3.79,414.14,0.0,38.57,6.0,0
1414,1415,4.55,1.92,16129,16516,388,1,1,410.95,32.39,1.23,38.51,-28.5,-24.82,-26.56,-0.08,0.06,-0.01,-0.42,0.55,0.16,-0.03,0.04,0.01,-2.22,407.88,3.74,413.84,-28.25,0.0,3.0,0
1415,1416,13.64,2.5,16129,16554,426,0,1,407.23,37.43,1.64,43.6,-25.6,-22.03,-23.97,-0.08,0.17,0.03,0.08,0.35,0.21,-0.05,0.09,0.01,-6.42,402.52,9.1,418.03,-25.2,0.0,2.0,0
1416,1417,4.24,1.82,16158,16485,328,1,2,410.6,48.67,1.47,56.63,29.57,33.94,31.41,-0.18,0.16,-0.0,0.07,0.57,0.33,-0.04,0.07,0.02,-1.41,407.93,3.69,413.03,0.0,32.63,7.0,0
1417,1418,4.75,2.02,16158,16552,395,1,1,410.07,27.75,1.01,135.2,-27.34,-24.73,-26.03,-0.08,0.17,0.01,-0.22,0.48,0.14,-0.05,0.08,0.01,-1.82,407.52,4.09,413.44,-28.5,0.0,3.0,0
1418,1419,4.55,1.92,16161,16462,302,1,1,409.75,52.0,1.6,16.52,-37.09,-31.89,-34.04,-0.1,0.25,0.01,0.04,0.87,0.43,-0.04,0.11,0.02,-1.72,406.87,4.75,413.34,-32.98,0.0,4.0,0
1419,1420,4.65,1.92,16203,16513,311,1,1,410.28,55.52,1.56,76.66,-37.42,-29.64,-33.1,-0.06,0.15,0.03,0.43,0.93,0.63,-0.08,0.07,-0.01,-1.47,408.13,3.49,413.08,-36.66,0.0,4.0,0
1420,1421,4.55,1.82,16207,16543,337,1,1,409.78,23.0,0.74,4.52,-30.94,-28.83,-30.5,-0.06,0.91,0.32,-0.1,0.65,0.12,-0.24,0.33,-0.0,-1.97,407.07,4.55,413.59,-32.63,0.0,3.51,1
1421,1422,4.85,2.02,16214,16633,420,1,1,409.82,65.65,2.87,33.93,-27.59,-22.59,-24.46,-0.07,0.09,0.03,-0.02,0.7,0.3,-0.05,0.06,-0.0,-1.77,407.52,4.09,413.39,-25.2,0.0,2.0,0
